code,topic,variant,n_sessions,qid,subpart_id,n_words,text
B,Malaria,35f4d31174,1166,Q5,Q5.1,56,"Have you ever had a child under 5 present with a fever you think is malaria fever, given them a Rapid Diagnostic Test (RDT) where they test negative, but still given the child an Artemisinin-based Combination Therapy (ACT), and they responded to treatment? If  you have experienced this, did it make you worry about RDT quality?"
B,Malaria,35f4d31174,1166,Q6,Q6.1,33,"During the last rainy season, what percentage of children under 5 in your catchment area got Seasonal Malaria Chemoprevention (SMC)? Please describe in detail who did and did not get the SMC drugs."
B,Malaria,35f4d31174,1166,Q7,Q7.1,21,"During the last rainy season, what percentage of children who got Seasonal Malaria Chemoprevention (SMC) were over 5 years of age?"
B,Malaria,35f4d31174,1166,Q8,Q8.1,59,"During the last rainy season, of the children under 5 in your catchment area who did not receive the full Seasonal Malaria Chemoprevention (SMC) course across all cycles: What percentage received no SMC drugs at all? What percentage received SMC drugs in at least one cycle but were missed by Community Drug Distributors (CDDs) for one or more cycles?"
B,Malaria,35f4d31174,1166,Q9,Q9.1,30,"What are the reasons that households are missed by Community Drug Distributors (CDDs) when distributing Seasonal Malaria Chemoprevention (SMC)? For every 100 households, how many do you think are missed?"
C,Nutrition Prevalance and Programs,6c92b17a50,466,Q1,Q1.1,12,"Approximately, how many children under 5 are there in your catchment area?"
C,Nutrition Prevalance and Programs,6c92b17a50,466,Q1,Q1.2,16,"Out of every 10 children in your catchment area, how many suffer from Severe Malnutrition (SAM)?"
C,Nutrition Prevalance and Programs,6c92b17a50,466,Q1,Q1.3,28,"In the past month, how many of those children under 5 in your catchment area received plumpy nut or other special foods to be taken over multiple weeks?"
C,Nutrition Prevalance and Programs,6c92b17a50,466,Q1,Q1.4,22,"In the past month, how many children under 5 in your catchment area were taken to the hospital for severe malnutrition (SAM)?"
C,Nutrition Prevalance and Programs,6c92b17a50,466,Q1,Q1.5,10,How do you identify these children with severe malnutrition (SAM)?
C,Nutrition Prevalance and Programs,6c92b17a50,466,Q1,Q1.6,13,How do people in the catchment area identify children with severe malnutrition (SAM)?
C,Nutrition Prevalance and Programs,6c92b17a50,466,Q1,Q1.7,36,"Have you observed cases where the same child under the age of 5 or family returns to nutrition programs multiple times? If so, describe in detail what you thinks contribute to their return to the program."
C,Nutrition Prevalance and Programs,6c92b17a50,466,Q1,Q1.8,37,"Is there a Community-based Management of Acute Malnutrition (CMAM) or nutrition program in your catchment area? If yes, how easy is it for families to access? What are potential barriers to accessing the CMAM or nutrition program?"
D,Water & Diarrhea,91f1735a15,9,Q1,Q1.1,11,Estimate the number of children under 5 in your catchment area.
D,Water & Diarrhea,91f1735a15,9,Q1,Q1.2,54,"What do people in your catchment area typically do if their child under 5 has diarrhea? What do you recommend them to do? In general, what percentage of families do you think would do each of the following?: A) Do nothing B) Ask you for help C) Use ORS D) Use antibiotics E) Other?"
D,Water & Diarrhea,91f1735a15,9,Q1,Q1.3,34,"Is Oral Rehydration Salts (ORS) well known as a treatment for diarrhea in your community? For every 10 families, how many make homemade sugar/salt solutions (or other homemade solutions) when their child has diarrhea?"
D,Water & Diarrhea,91f1735a15,9,Q1,Q1.4,18,"What water source do people typically use in your catchment area (e.g. open well water, piped water, etc)?"
D,Water & Diarrhea,91f1735a15,9,Q1,Q1.5,34,"For every 10 households in your catchment area, how many chlorinate their water? How do they do the chlorination? Is there a chlorine dispenser? Is there a device that adds chlorine? Are there tablets?"
D,Water & Diarrhea,6cbb014ca9,8,Q1,Q1.1,11,Estimate the number of children under 5 in your catchment area.
D,Water & Diarrhea,6cbb014ca9,8,Q1,Q1.2,54,"What do people in your catchment area typically do if their child under 5 has diarrhea? What do you recommend them to do? In general, what percentage of families do you think would do each of the following?: A) Do nothing B) Ask you for help C) Use ORS D) Use antibiotics E) Other?"
D,Water & Diarrhea,6cbb014ca9,8,Q1,Q1.3,34,"Is Oral Rehydration Salts (ORS) well known as a treatment for diarrhea in your community? For every 10 families, how many make homemade sugar/salt solutions (or other homemade solutions) when their child has diarrhea?"
D,Water & Diarrhea,6cbb014ca9,8,Q1,Q1.4,18,"What water source do people typically use in your catchment area (e.g. open well water, piped water, etc)?"
D,Water & Diarrhea,6cbb014ca9,8,Q1,Q1.5,28,What do families in your catchment area typically spend on drinking water? Do they buy pouch water or another kind of water? Who typically drinks the purchased water?
D,Water & Diarrhea,6cbb014ca9,8,Q1,Q1.6,34,"For every 10 households in your catchment area, how many chlorinate their water? How do they do the chlorination? Is there a chlorine dispenser? Is there a device that adds chlorine? Are there tablets?"
E,Community & FLW Profile,81720c83e0,21,Q1,Q1.1,17,What is the most common complaint you hear about health care from the people that you serve?
E,Community & FLW Profile,81720c83e0,21,Q1,Q1.2,14,What are your main responsibilities as a community health worker? Please describe in detail.
E,Community & FLW Profile,81720c83e0,21,Q1,Q1.3,14,What does a normal working day look like for you? Please describe in detail.
E,Community & FLW Profile,81720c83e0,21,Q1,Q1.4,13,Do you feel your workload as a Community Health Worker (CHW) is manageable?
E,Community & FLW Profile,81720c83e0,21,Q1,Q1.5,9,How many days a week do you usually work?
E,Community & FLW Profile,81720c83e0,21,Q1,Q1.6,19,"On days when you work as a Community Health Worker (CHW), how many hours a day do you work?"
E,Community & FLW Profile,81720c83e0,21,Q1,Q1.7,36,"Are there times of year when you can't do your work (e.g. due to farming season, rains, security concerns)? If so, describe the times of year and the reasons you aren't able to do your work."
E,Community & FLW Profile,81720c83e0,21,Q1,Q1.8,21,"When nets or SMC campaigns occur, how does this affect your workload? Are you still able to complete your main responsibilities?"
